full name,code,Sector_main,sector,EPS,P/E,DY,DPS,RSI_status,Stochastic_status,Market_Cap (M),risk_klse,ta,tl,te,debt_ratio,debt-equity_ratio,risk_pdf,risk
JADI IMAGING HOLDINGS BERHAD,7223, Main Market,Consumer Products & Services ,-0.72,-6,0,0,Neutral,Overbought,42.4,high,,,,,,,high
P.A. RESOURCES BERHAD,7225, Main Market,Industrial Products & Services ,-0.34,-16,0,0,Neutral,Neutral,102.9,high,99937004,405057,99531947,0.004053123,0.004069618,low,medium
WATTA HOLDING BERHAD,7226, Main Market,Industrial Products & Services ,-3.7,-21,0,0,Neutral,Neutral,66.7,high,,,,,,,high
TOMEI CONSOLIDATED BERHAD,7230, Main Market,Consumer Products & Services ,3.42,14,0,0,Neutral,Neutral,67.9,medium,,,,,,,medium
BIO OSMO BERHAD,7243, Main Market,Consumer Products & Services ,-1.22,-6,0,0,Overbought,Overbought,59.7,high,21174109,4822488,16351621,0.227753999,0.294924155,low,medium
WZ SATU BERHAD,7245, Main Market,Industrial Products & Services ,-20.74,-1,0,0,Neutral,Neutral,141.9,high,212998000,2099000,210899000,0.009854553,0.009952631,low,medium
SLP RESOURCES BERHAD,7248, Main Market,Industrial Products & Services ,7.97,15,0.0123,1.5,Neutral,Overbought,386.7,low,,,,,,,low
TEO SENG CAPITAL BERHAD,7252, Main Market,Consumer Products & Services ,10.12,11,0.0259,3,Neutral,Oversold,348,low,,,,,,,low
HANDAL RESOURCES BERHAD,7253, Main Market,Energy ,-5.15,-7,0,0,Neutral,Neutral,56.8,high,,,,,,,high
DIALOG GROUP BERHAD,7277, Main Market,Energy ,8.6,37,0.0101,3.2,Neutral,Oversold,17884,low,,,,,,,low
AHB HOLDINGS BERHAD,7315, Main Market,Consumer Products & Services ,0.59,27,0,0,Neutral,Overbought,28.2,medium,,,,,,,medium
KEN HOLDINGS BERHAD,7323, Main Market,Property ,12.55,5,0,0,Neutral,Neutral,129.4,medium,,,,,,,medium
MGB BERHAD,7595, Main Market,Construction ,6.38,12,0,0,Neutral,Neutral,372.7,medium,,,,,,,medium
AJIYA BERHAD,7609, Main Market,Industrial Products & Services ,8.07,7,0,0,Neutral,Neutral,170.6,medium,109301553,345371,108956182,0.0031598,0.003169816,low,medium
ASIA BRANDS BERHAD,7722, Main Market,Consumer Products & Services ,-4.58,-11,0,0,Neutral,Neutral,122.1,high,,,,,,,high
POLY GLASS FIBRE (M) BERHAD,8117, Main Market,Industrial Products & Services ,3.66,13,0,0,Neutral,Overbought,75.2,medium,,,,,,,medium
DAIBOCHI BERHAD,8125, Main Market,Industrial Products & Services ,4.65,40,0.0181,3.35,Overbought,Neutral,606.6,low,,,,,,,low
TIONG NAM LOGISTICS HOLDINGS BERHAD,8397, Main Market,Transportation & Logistics ,3.29,18,0,0,Neutral,Neutral,269.6,medium,,,,,,,medium
PANSAR BERHAD,8419, Main Market,Industrial Products & Services ,2.07,37,0.0188,1.44,Neutral,Neutral,235.6,medium,,,,,,,medium
CONCRETE ENGINEERING PRODUCTS BERHAD,8435, Main Market,Industrial Products & Services ,-9.13,-7,0,0,Oversold,Oversold,48.1,high,216956,108922,108035,0.502046498,1.008210302,medium,high
HWA TAI INDUSTRIES BERHAD,8478, Main Market,Consumer Products & Services ,-5.67,-6,0,0,Neutral,Overbought,24.3,high,,,,,,,high
ENRA GROUP BERHAD,8613, Main Market,Property ,-1.2,-119,0.0315,4.5,Neutral,Overbought,194.8,high,,,,,,,high
LPI CAPITAL BHD,8621, Main Market,Financial Services ,80,20,0.0434,68,Neutral,Neutral,6246.6,low,4240600000,2083800000,2156800000,0.491392727,0.966153561,low,low
JASA KITA BERHAD,8648, Main Market,Industrial Products & Services ,-1.26,-10,0,0,Neutral,Neutral,53.9,high,,,,,,,high
TEXCHEM RESOURCES BERHAD,8702, Main Market,Industrial Products & Services ,-5.44,-11,0,0,Neutral,Oversold,77.6,high,446577000,27193000,419384000,0.060892075,0.064840337,low,medium
BREM HOLDING BERHAD,8761, Main Market,Construction ,1.93,40,0.026,2,Neutral,Oversold,266,medium,,,,,,,medium
SANBUMI HOLDINGS BERHAD,9113, Main Market,Consumer Products & Services ,-2.96,-12,0,0,Neutral,Neutral,87.2,high,,,,,,,high
FORMOSA PROSONIC INDUSTRIES BERHAD,9172, Main Market,Consumer Products & Services ,14.81,12,0.0581,10,Neutral,Neutral,425.5,low,,,,,,,low
LYSAGHT GALVANIZED STEEL BERHAD,9199, Main Market,Industrial Products & Services ,22.37,12,0,0,Neutral,Neutral,111,medium,108626442,8122089,100504353,0.074770828,0.080813306,low,medium
GADANG HOLDINGS BHD,9261, Main Market,Construction ,12.39,6,0.0423,3,Neutral,Neutral,469.8,medium,,,,,,,medium
PINTARAS JAYA BHD,9598, Main Market,Construction ,8.73,27,0.0851,20,Neutral,Overbought,389.8,low,,,,,,,low
SAM ENGINEERING & EQUIPMENT (M) BERHAD,9822, Main Market,Industrial Products & Services ,56.96,14,0.029,23.36,Neutral,Neutral,1089.4,low,,,,,,,low
SUIWAH CORPORATION BERHAD,9865, Main Market,Consumer Products & Services ,16.02,17,0.0037,1,Neutral,Neutral,165.9,low,,,,,,,low
BRIGHT PACKAGING INDUSTRY BERHAD,9938, Main Market,Industrial Products & Services ,-0.67,-31,0,0,Neutral,Neutral,43.1,high,,,,,,,high
REX INDUSTRY BERHAD,9946, Main Market,Consumer Products & Services ,-6.9,-6,0,0,Neutral,Overbought,103.6,high,,,,,,,high
RGT BERHAD,9954, Main Market,Industrial Products & Services ,0.63,27,0,0,Neutral,Neutral,98.1,medium,,,,,,,medium
PENSONIC HOLDINGS BERHAD,9997, Main Market,Consumer Products & Services ,-4.25,-9,0,0,Neutral,Oversold,50.6,high,,,,,,,high
REDTONE-LA,0032LA,Bond & Loan,Telecommunications & Media ,0,0,0,0,Oversold,Neutral,0,high,,,,,,,high
DIN040000223,0400GA,Bond & Loan,Bond Islamic,0,0,0,0,Neutral,Neutral,0,high,,,,,,,high
DIN045801028,0400GB,Bond & Loan,Bond Islamic,0,0,0,0,Neutral,Overbought,0,high,,,,,,,high
DIN042300721,0400GC,Bond & Loan,Bond Islamic,0,0,0,0,Neutral,Oversold,0,high,,,,,,,high
IHS046000824,0401GA,Bond & Loan,Bond Islamic,0,0,0,0,Oversold,Oversold,0,high,,,,,,,high
ABFMY1,0800EA,ETF,ETF-Bond,4.76,25,0.0392,4.65,Overbought,Overbought,1499.5,low,1476350887,58096752,1418254135,0.039351588,0.04096357,low,low
FBMKLCI-EA,0820EA,ETF,ETF-Equity,2.63,67,0.0347,6.1,Neutral,Overbought,2.9,medium,2991782,62428,2929354,0.020866494,0.021311183,low,medium
MYETFDJ,0821EA,ETF,ETF-Equity,4.26,25,0.046,4.83,Oversold,Overbought,289.7,low,305932553,255770,305676783,0.000836034,0.000836733,low,low
CIMBA40,0822EA,ETF,ETF-Equity,3.52,53,0.0365,6.8,Neutral,Overbought,5,medium,,,,,,,medium
CIMBC50,0823EA,ETF,ETF-Equity,-10.88,-15,0,0,Neutral,Overbought,11.9,high,,,,,,,high
MYETFID,0824EA,ETF,ETF-Equity,7.15,16,0.0497,5.57,Neutral,Overbought,47.9,medium,,,,,,,medium
METFSID,0825EA,ETF,ETF-Equity,-3.56,-23,0.0426,3.5,Neutral,Overbought,72.3,high,70988870,146405,70842465,0.002062366,0.002066628,low,medium
METFSID,0825EA,ETF,ETF-Equity,-3.56,-23,0.0426,3.5,Neutral,Overbought,72.3,high,70988870,146405,70842465,0.002062366,0.002066628,low,medium
METFSID,0825EA,ETF,ETF-Equity,-3.56,-23,0.0426,3.5,Neutral,Overbought,72.3,high,53245915,87570,53158345,0.001644633,0.001647342,low,medium
METFSID,0825EA,ETF,ETF-Equity,-3.56,-23,0.0426,3.5,Neutral,Overbought,72.3,high,53245915,87570,53158345,0.001644633,0.001647342,low,medium
METFAPA,0826EA,ETF,ETF-Equity,0.25,414,0,0,Neutral,Overbought,18.6,medium,18497218,76482,18420736,0.004134784,0.004151951,low,medium
METFUS50,0827EA,ETF,ETF-Equity,-8041.86,0,0,0,Neutral,Overbought,14.1,high,,,,,,,high
GOLDETF,0828EA,ETF,ETF-Commodity,0,0,0,0,Neutral,Oversold,4167.7,medium,10364135,11803,10352332,0.001138831,0.00114013,low,medium
CHINAETF-MYR,0829EA,ETF,ETF-Equity,0,0,0,0,Oversold,Oversold,9.1,high,,,,,,,high
CHINAETF-USD,0829EB,ETF,ETF-Equity,0,0,0,0,Oversold,Oversold,0,high,,,,,,,high
ALLIANZ-PA,1163PA,Main Market,Financial Services ,0,0,0,0,Neutral,Overbought,0,high,,,,,,,high
