full name,code,Sector_main,sector,EPS,P/E,DY,DPS,RSI_status,Stochastic_status,Market_Cap (M),risk_klse,ta,tl,te,debt_ratio,debt-equity_ratio,risk_pdf,risk
MALAYSIA STEEL WORKS (KL) BHD,5098, Main Market,Industrial Products & Services ,1.57,32,0.018,0.89,Neutral,Overbought,211.5,medium,,,,,,,medium
MALAYSIAN BULK CARRIERS BERHAD,5077, Main Market,Transportation & Logistics ,26.38,2,0,0,Neutral,Oversold,595,medium,607210000,272157000,335053000,0.448209022,0.812280445,low,medium
MALAYSIAN RESOURCES CORPORATION BERHAD,1651, Main Market,Property ,2.3,36,0,0,Neutral,Overbought,3673.9,low,5427569000,718580000,4708989000,0.132394448,0.152597511,low,low
MALTON BERHAD,6181, Main Market,Property ,2.58,20,0.0392,2,Neutral,Neutral,269.4,low,,,,,,,low
MANAGEPAY SYSTEMS BERHAD,156, Ace Market,Technology ,-1.12,-11,0,0,Neutral,Neutral,88.8,high,,,,,,,high
MANULIFE HOLDINGS BERHAD,1058, Main Market,Financial Services ,12.97,20,0,0,Neutral,Overbought,526.2,medium,,,,,,,medium
MARINE & GENERAL BERHAD,5078, Main Market,Transportation & Logistics ,-5.68,-1,0,0,Neutral,Neutral,57.9,high,,,,,,,high
MASTER-PACK GROUP BERHAD,7029, Main Market,Industrial Products & Services ,10.54,6,0,0,Neutral,Neutral,36.9,medium,,,,,,,medium
MB WORLD GROUP BERHAD,7189, Main Market,Property ,32.32,5,0.061,10,Neutral,Oversold,258.1,medium,,,,,,,medium
MBM RESOURCES BHD,5983, Main Market,Consumer Products & Services ,42.35,6,0.023,6,Neutral,Neutral,1020.2,low,,,,,,,low
MCE HOLDINGS BERHAD,7004, Main Market,Industrial Products & Services ,-8.73,-7,0,0,Neutral,Neutral,28.4,high,91141734,131861,91009873,0.001446769,0.001448865,low,medium
MCE HOLDINGS BERHAD,7004, Main Market,Industrial Products & Services ,-8.73,-7,0,0,Neutral,Neutral,28.4,high,91141734,131861,91009873,0.001446769,0.001448865,low,medium
MCE HOLDINGS BERHAD,7004, Main Market,Industrial Products & Services ,-8.73,-7,0,0,Neutral,Neutral,28.4,high,91141734,131861,91009873,0.001446769,0.001448865,low,medium
MCE HOLDINGS BERHAD,7004, Main Market,Industrial Products & Services ,-8.73,-8,0,0,Neutral,Overbought,31.5,high,91141734,131861,91009873,0.001446769,0.001448865,low,medium
MCE HOLDINGS BERHAD,7004, Main Market,Industrial Products & Services ,-8.73,-8,0,0,Neutral,Overbought,31.5,high,91141734,131861,91009873,0.001446769,0.001448865,low,medium
MCE HOLDINGS BERHAD,7004, Main Market,Industrial Products & Services ,-8.73,-8,0,0,Neutral,Overbought,31.5,high,91141734,131861,91009873,0.001446769,0.001448865,low,medium
MCE HOLDINGS BERHAD,7004, Main Market,Industrial Products & Services ,-8.73,-7,0,0,Neutral,Neutral,28,high,91141734,131861,91009873,0.001446769,0.001448865,low,medium
MCE HOLDINGS BERHAD,7004, Main Market,Industrial Products & Services ,-8.73,-7,0,0,Neutral,Neutral,28,high,91141734,131861,91009873,0.001446769,0.001448865,low,medium
MCE HOLDINGS BERHAD,7004, Main Market,Industrial Products & Services ,-8.73,-7,0,0,Neutral,Neutral,28,high,91141734,131861,91009873,0.001446769,0.001448865,low,medium
MCLEAN TECHNOLOGIES BERHAD,167, Ace Market,Industrial Products & Services ,-2.42,-4,0,0,Neutral,Oversold,16.1,high,,,,,,,high
MCT BERHAD,5182, Main Market,Property ,8.12,8,0,0,Neutral,Overbought,968.9,medium,1611944227,1540195517,71748710,0.955489335,21.46652556,medium,medium
MEDA INC. BERHAD,5040, Main Market,Property ,-4.78,-6,0,0,Neutral,Overbought,147.8,high,,,,,,,high
MEDIA CHINESE INTERNATIONAL LIMITED,5090, Main Market,Telecommunications & Media ,-2.69,-9,0.0635,1.46,Neutral,Neutral,388.1,high,,,,,,,high
MEDIA PRIMA BERHAD,4502, Main Market,Telecommunications & Media ,5.29,10,0,0,Overbought,Overbought,565.7,medium,1261354000,328734000,932620000,0.260619937,0.352484399,low,medium
MEGA FIRST CORPORATION BERHAD,3069, Main Market,Utilities ,30.96,12,0.0052,2,Neutral,Neutral,1599.1,low,,,,,,,low
MEGA SUN CITY HOLDINGS BERHAD,81, Ace Market,Industrial Products & Services ,0.49,33,0,0,Neutral,Neutral,35.7,medium,53522531,85797,53436734,0.001603007,0.001605581,low,medium
MELEWAR INDUSTRIAL GROUP BERHAD,3778, Main Market,Industrial Products & Services ,-2.61,-5,0,0,Neutral,Neutral,46.7,high,,,,,,,high
MENANG CORPORATION (M) BERHAD,1694, Main Market,Property ,2.39,16,0,0,Neutral,Neutral,182.7,medium,,,,,,,medium
MERCURY INDUSTRIES BERHAD,8192, Main Market,Construction ,3.35,26,0,0,Neutral,Oversold,34.6,medium,,,,,,,medium
MERGE ENERGY BHD,5006, Main Market,Construction ,-13.11,-10,0,0,Overbought,Neutral,87.8,high,,,,,,,high
MESB BERHAD,7234, Main Market,Consumer Products & Services ,-1.25,-25,0,0,Neutral,Neutral,25.4,high,,,,,,,high
MESINIAGA BERHAD,5011, Main Market,Technology ,-14.37,-11,0.0005,0.08,Neutral,Oversold,93.6,high,171266000,67374000,103892000,0.393388063,0.648500366,low,medium
METROD HOLDINGS BERHAD,6149, Main Market,Industrial Products & Services ,7.58,22,0.0353,6,Neutral,Neutral,204,low,,,,,,,low
METRONIC GLOBAL BERHAD,43, Main Market,Industrial Products & Services ,-2.46,-3,0,0,Neutral,Neutral,24.1,high,,,,,,,high
MHC PLANTATIONS BHD,5026, Main Market,Plantation ,2.17,28,0,0,Neutral,Oversold,117.9,medium,225144701,17423728,207720973,0.077389021,0.083880447,low,medium
MI TECHNOVATION BERHAD,5286, Main Market,Technology ,8.86,26,0.0219,5,Neutral,Oversold,1140,low,,,,,,,low
MICROLINK SOLUTIONS BERHAD,126, Ace Market,Technology ,-31.7,-1,0,0,Neutral,Neutral,69.5,high,,,,,,,high
MIECO CHIPBOARD BERHAD,5001, Main Market,Industrial Products & Services ,-11.54,-2,0,0,Neutral,Neutral,147,high,,,,,,,high
MIKRO MSC BERHAD,112, Ace Market,Technology ,0.87,30,0.0185,0.48,Neutral,Neutral,112,medium,,,,,,,medium
MILUX CORPORATION BERHAD,7935, Main Market,Consumer Products & Services ,-3.81,-18,0,0,Neutral,Neutral,37,high,,,,,,,high
MINDA GLOBAL BERHAD,5166, Main Market,Consumer Products & Services ,-1.38,-4,0,0,Neutral,Neutral,62,high,,,,,,,high
MINETECH RESOURCES BERHAD,7219, Main Market,Industrial Products & Services ,-0.3,-18,0,0,Neutral,Overbought,50.7,high,,,,,,,high
MINHO (M) BERHAD,5576, Main Market,Industrial Products & Services ,3.48,8,0,0,Neutral,Neutral,100.5,medium,,,,,,,medium
MINTYE BERHAD,5886, Main Market,Consumer Products & Services ,2.75,29,0,0,Neutral,Neutral,48.6,medium,,,,,,,medium
MINTYE BERHAD,5886, Main Market,Consumer Products & Services ,2.75,29,0,0,Neutral,Neutral,48.6,medium,,,,,,,medium
MINTYE BERHAD,5886, Main Market,Consumer Products & Services ,2.75,29,0,0,Neutral,Overbought,48.9,medium,,,,,,,medium
MINTYE BERHAD,5886, Main Market,Consumer Products & Services ,2.75,29,0,0,Neutral,Overbought,48.9,medium,,,,,,,medium
MITRAJAYA HOLDINGS BERHAD,9571, Main Market,Construction ,4.97,8,0.0405,1.54,Neutral,Overbought,340.5,medium,557806942,60172370,497634572,0.107873111,0.12091678,low,medium
MK LAND HOLDINGS BERHAD,8893, Main Market,Property ,1.7,11,0,0,Neutral,Oversold,223.3,medium,,,,,,,medium
MKH BERHAD,6114, Main Market,Property ,13.43,10,0.0259,3.47,Overbought,Overbought,786,low,1120068619,95914871,1024153748,0.085633031,0.093652805,low,low
MLABS SYSTEMS BERHAD,85, Ace Market,Technology ,-0.76,-6,0,0,Neutral,Neutral,30.2,high,,,,,,,high
MMAG HOLDINGS BERHAD,34, Ace Market,Technology ,-3.36,-7,0,0,Neutral,Oversold,153.5,high,,,,,,,high
MMC CORPORATION BERHAD,2194, Main Market,Transportation & Logistics ,7.23,16,0,0,Neutral,Neutral,3440.9,low,,,,,,,low
MMS VENTURES BERHAD,113, Main Market,Technology ,4.4,22,0.0185,1.79,Neutral,Overbought,196.6,low,,,,,,,low
MNRB HOLDINGS BERHAD,6459, Main Market,Financial Services ,8.46,12,0,0,Neutral,Oversold,774.7,low,,,,,,,low
MPHB CAPITAL BERHAD,5237, Main Market,Financial Services ,1.74,62,0,0,Neutral,Neutral,772.2,medium,,,,,,,medium
MQ TECHNOLOGY BERHAD,70, Ace Market,Technology ,-0.88,-3,0,0,Neutral,Oversold,14.9,high,,,,,,,high
MTD ACPI ENGINEERING BERHAD,5924, Main Market,Construction ,-2.04,-8,0,0,Neutral,Neutral,37.1,high,,,,,,,high
MTOUCHE TECHNOLOGY BERHAD,92, Ace Market,Telecommunications & Media ,0.04,157,0,0,Neutral,Neutral,30.5,medium,,,,,,,medium
MUAR BAN LEE GROUP BERHAD,5152, Main Market,Industrial Products & Services ,12.61,9,0.027,3,Neutral,Overbought,114.3,medium,,,,,,,medium
MUDA HOLDINGS BERHAD,3883, Main Market,Industrial Products & Services ,25.42,7,0,0,Neutral,Oversold,570.4,medium,,,,,,,medium
MUDAJAYA GROUP BERHAD,5085, Main Market,Construction ,-65.45,0,0,0,Neutral,Neutral,184.7,high,407996000,15278000,392718000,0.037446446,0.038903233,low,medium
MUHIBBAH ENGINEERING (M) BHD,5703, Main Market,Construction ,29.94,10,0,0,Neutral,Neutral,1426.6,medium,1860753000,1341333000,519420000,0.720854944,2.582366871,medium,medium
MULPHA INTERNATIONAL BERHAD,3905, Main Market,Consumer Products & Services ,73.74,3,0,0,Overbought,Overbought,805.4,medium,2389400000,113523000,2275877000,0.047511091,0.049880991,low,medium
MULTI-USAGE HOLDINGS BERHAD,9539, Main Market,Property ,-7.01,-7,0,0,Neutral,Overbought,27.1,high,58170799,5305814,52864985,0.091210953,0.100365374,low,medium
MY E.G. SERVICES BERHAD,138, Main Market,Technology ,2.1,57,0,0,Neutral,Neutral,4291.5,medium,684764000,126338000,558426000,0.184498601,0.226239466,low,medium
MYCRON STEEL BERHAD,5087, Main Market,Industrial Products & Services ,0.84,35,0,0,Neutral,Overbought,94.8,medium,,,,,,,medium
MYNEWS HOLDINGS BERHAD,5275, Main Market,Consumer Products & Services ,4.16,33,0.0072,1,Neutral,Neutral,948.2,low,208746000,123000,208623000,0.000589233,0.00058958,low,low
MYNEWS HOLDINGS BERHAD,5275, Main Market,Consumer Products & Services ,4.16,33,0.0072,1,Neutral,Neutral,948.2,low,208746000,123000,208623000,0.000589233,0.00058958,low,low
MYNEWS HOLDINGS BERHAD,5275, Main Market,Consumer Products & Services ,4.16,33,0.0072,1,Neutral,Neutral,948.2,low,208746000,123000,208623000,0.000589233,0.00058958,low,low
MYNEWS HOLDINGS BERHAD,5275, Main Market,Consumer Products & Services ,4.16,32,0.0075,1,Neutral,Oversold,914.1,low,208746000,123000,208623000,0.000589233,0.00058958,low,low
MYNEWS HOLDINGS BERHAD,5275, Main Market,Consumer Products & Services ,4.16,32,0.0075,1,Neutral,Oversold,914.1,low,208746000,123000,208623000,0.000589233,0.00058958,low,low
MYNEWS HOLDINGS BERHAD,5275, Main Market,Consumer Products & Services ,4.16,32,0.0075,1,Neutral,Oversold,914.1,low,208746000,123000,208623000,0.000589233,0.00058958,low,low
MYNEWS HOLDINGS BERHAD,5275, Main Market,Consumer Products & Services ,4.16,33,0.0073,1,Neutral,Neutral,934.6,low,208746000,123000,208623000,0.000589233,0.00058958,low,low
MYNEWS HOLDINGS BERHAD,5275, Main Market,Consumer Products & Services ,4.16,33,0.0073,1,Neutral,Neutral,934.6,low,208746000,123000,208623000,0.000589233,0.00058958,low,low
MYNEWS HOLDINGS BERHAD,5275, Main Market,Consumer Products & Services ,4.16,33,0.0073,1,Neutral,Neutral,934.6,low,208746000,123000,208623000,0.000589233,0.00058958,low,low
N2N CONNECT BERHAD,108, Ace Market,Technology ,2.19,42,0.0097,0.89,Neutral,Neutral,547.1,low,,,,,,,low
NAIM HOLDINGS BERHAD,5073, Main Market,Property ,12.59,8,0,0,Overbought,Neutral,485.5,medium,,,,,,,medium
NATIONWIDE EXPRESS HOLDINGS BERHAD,9806, Main Market,Transportation & Logistics ,-9.51,-3,0,0,Neutral,Neutral,37,high,,,,,,,high
NEGRI SEMBILAN OIL PALMS BERHAD,2038, Main Market,Plantation ,24.01,14,0.0245,8,Neutral,Neutral,229.6,low,,,,,,,low
NESTLE (MALAYSIA) BERHAD,4707, Main Market,Consumer Products & Services ,280.98,53,0.0281,415,Neutral,Neutral,34659.1,low,595266000,1772000,593494000,0.00297682,0.002985708,low,low
NETX HOLDINGS BERHAD,20, Ace Market,Technology ,-0.6,-2,0,0,Neutral,Neutral,42,high,,,,,,,high
NEW HOONG FATT HOLDINGS BERHAD,7060, Main Market,Consumer Products & Services ,16.94,16,0.0111,3,Neutral,Neutral,223.2,low,,,,,,,low
NEXGRAM HOLDINGS BERHAD,96, Ace Market,Telecommunications & Media ,-2.78,-1,0,0,Neutral,Overbought,41.4,high,240872815,16784401,224088414,0.069681591,0.074900798,low,medium
NEXTGREEN GLOBAL BERHAD,7241, Main Market,Industrial Products & Services ,0.29,168,0,0,Neutral,Neutral,229.5,medium,,,,,,,medium
NI HSIN RESOURCES BERHAD,7215, Main Market,Consumer Products & Services ,0.67,43,0,0,Neutral,Neutral,93.2,medium,,,,,,,medium
NICHE CAPITAL EMAS HOLDINGS BERHAD,7139, Main Market,Consumer Products & Services ,0.48,7,0,0,Neutral,Oversold,24.6,high,,,,,,,high
NOTION VTEC BERHAD,83, Main Market,Technology ,21.45,3,0.0174,1,Neutral,Oversold,191.6,medium,193914000,4304000,189610000,0.022195406,0.022699225,low,medium
NOVA MSC BERHAD,26, Ace Market,Technology ,0.82,15,0,0,Neutral,Neutral,93.9,medium,,,,,,,medium
NOVA WELLNESS GROUP BERHAD,201, Ace Market,Health Care ,2.43,20,0.0469,2.3,Neutral,Oversold,155.7,low,,,,,,,low
NPC RESOURCES BERHAD,5047, Main Market,Plantation ,-37.06,-5,0.005,1,Neutral,Overbought,240,high,,,,,,,high
NTPM HOLDINGS BERHAD,5066, Main Market,Consumer Products & Services ,1.34,37,0.0323,1.6,Neutral,Neutral,556,medium,,,,,,,medium
OCB BERHAD,5533, Main Market,Consumer Products & Services ,-4.85,-8,0,0,Neutral,Neutral,41.7,high,,,,,,,high
OCEANCASH PACIFIC BERHAD,49, Main Market,Consumer Products & Services ,2.48,17,0.0212,0.91,Neutral,Neutral,105.5,low,,,,,,,low
OCK GROUP BERHAD,172, Main Market,Telecommunications & Media ,2.76,21,0,0,Neutral,Neutral,501.1,medium,333177000,187000,332990000,0.000561263,0.000561578,low,medium
OCR GROUP BERHAD,7071, Main Market,Construction ,-2.27,-10,0,0,Neutral,Neutral,75.6,high,,,,,,,high
OKA CORPORATION BHD,7140, Main Market,Industrial Products & Services ,6.48,10,0.0626,4.13,Neutral,Neutral,162,medium,,,,,,,medium
OLYMPIA INDUSTRIES BERHAD,3018, Main Market,Consumer Products & Services ,0.99,11,0,0,Neutral,Overbought,112.6,medium,,,,,,,medium
OMESTI BERHAD,9008, Main Market,Technology ,-25.84,-1,0,0,Neutral,Neutral,176.7,high,,,,,,,high
ONLY WORLD GROUP HOLDINGS BERHAD,5260, Main Market,Consumer Products & Services ,4.98,13,0,0,Neutral,Oversold,173.2,medium,,,,,,,medium
OPCOM HOLDINGS BERHAD,35, Ace Market,Telecommunications & Media ,4.24,15,0.0192,1.25,Neutral,Neutral,104.8,low,,,,,,,low
OPENSYS (M) BERHAD,40, Ace Market,Technology ,3.4,10,0.0379,1.25,Neutral,Neutral,98.3,medium,,,,,,,medium
ORIENTAL HOLDINGS BERHAD,4006, Main Market,Consumer Products & Services ,80.74,8,0.0088,6,Neutral,Neutral,4206.3,low,10019931000,2583666000,7436265000,0.257852674,0.347441357,low,low
ORION IXL BERHAD,79, Ace Market,Technology ,0.21,80,0,0,Neutral,Neutral,98.8,medium,95571468,12874540,82696928,0.134711125,0.155683413,low,medium
ORNAPAPER BERHAD,5065, Main Market,Industrial Products & Services ,12.49,8,0,0,Neutral,Neutral,77.5,medium,,,,,,,medium
OSK HOLDINGS BERHAD,5053, Main Market,Property ,16.52,6,0.0205,1.98,Neutral,Neutral,2022,low,3919469000,885508000,3033961000,0.225925502,0.291865321,low,low
OVERSEA ENTERPRISE BERHAD,153, Ace Market,Consumer Products & Services ,-1.9,-6,0,0,Neutral,Neutral,29.6,high,,,,,,,high
P.I.E. INDUSTRIAL BERHAD,7095, Main Market,Industrial Products & Services ,11.23,15,0,0,Neutral,Overbought,637.5,low,,,,,,,low
PADINI HOLDINGS BERHAD,7052, Main Market,Consumer Products & Services ,25.57,15,0.0305,11.5,Neutral,Neutral,2480.3,low,,,,,,,low
PAN MALAYSIA HOLDINGS BERHAD,1287, Main Market,Consumer Products & Services ,-0.17,-30,0,0,Oversold,Neutral,46.4,high,58541000,51000,58490000,0.000871184,0.000871944,low,medium
PANASONIC MANUFACTURING MALAYSIA BERHAD,3719, Main Market,Consumer Products & Services ,178.52,21,0.0653,248,Neutral,Neutral,2308.3,low,,,,,,,low
PANPAGES BERHAD,41, Main Market,Technology ,-9.76,-2,0,0,Neutral,Oversold,58.4,high,,,,,,,high
PARAGON GLOBE BERHAD,3611, Main Market,Industrial Products & Services ,-1.96,-56,0,0,Neutral,Overbought,205.3,high,,,,,,,high
PARAGON UNION BERHAD,9407, Main Market,Consumer Products & Services ,-0.12,-208,0,0,Neutral,Oversold,17.5,high,,,,,,,high
PARAMOUNT CORPORATION BERHAD,1724, Main Market,Property ,22.16,10,0.0118,2.5,Neutral,Neutral,907.9,low,,,,,,,low
PARKSON HOLDINGS BERHAD,5657, Main Market,Consumer Products & Services ,-11.63,-2,0,0,Neutral,Neutral,273.5,high,,,,,,,high
PARLO BERHAD,22, Ace Market,Consumer Products & Services ,-3.29,-2,0,0,Neutral,Neutral,29.1,high,,,,,,,high
PASDEC HOLDINGS BERHAD,6912, Main Market,Property ,-4.69,-8,0,0,Neutral,Neutral,156.1,high,,,,,,,high
PASUKHAS GROUP BERHAD,177, Ace Market,Industrial Products & Services ,-0.97,-5,0,0,Neutral,Oversold,40.6,high,,,,,,,high
PBA HOLDINGS BHD,5041, Main Market,Utilities ,-30.09,-4,0.0152,1.75,Neutral,Neutral,381,high,410530000,5973000,404557000,0.014549485,0.014764298,low,medium
PCCS GROUP BERHAD,6068, Main Market,Consumer Products & Services ,6.57,4,0.038,1.12,Overbought,Neutral,62,medium,,,,,,,medium
PDZ HOLDINGS BHD,6254, Main Market,Transportation & Logistics ,-1.77,-2,0,0,Neutral,Overbought,27.3,high,,,,,,,high
PECCA GROUP BERHAD,5271, Main Market,Industrial Products & Services ,7.33,14,0.0286,3,Overbought,Neutral,197.4,low,,,,,,,low
PEGASUS HEIGHTS BERHAD,4464, Main Market,Property ,-1.27,-2,0,0,Neutral,Overbought,45,high,112688000,819000,111869000,0.007267855,0.007321063,low,medium
PELANGI PUBLISHING GROUP BHD.,7190, Main Market,Telecommunications & Media ,0.86,48,0.012,0.5,Neutral,Neutral,41.5,medium,58755964,517782,58238182,0.008812416,0.008890765,low,medium
PENTAMASTER CORPORATION BERHAD,7160, Main Market,Technology ,18.04,19,0,0,Neutral,Neutral,1092.2,low,,,,,,,low
PERAK CORPORATION BERHAD,8346, Main Market,Transportation & Logistics ,-95.88,0,0,0,Neutral,Neutral,42,high,478234717,255661764,222572953,0.53459474,1.148665013,medium,high
PERISAI PETROLEUM TEKNOLOGI BHD,47, Main Market,Energy ,-39.63,0,0,0,Neutral,Oversold,6.3,high,,,,,,,high
PERMAJU INDUSTRIES BERHAD,7080, Main Market,Consumer Products & Services ,-2.06,-20,0,0,Neutral,Neutral,81.3,high,,,,,,,high
PESONA METRO HOLDINGS BERHAD,8311, Main Market,Construction ,1.19,18,0,0,Neutral,Oversold,145.9,medium,,,,,,,medium
PESTECH INTERNATIONAL BERHAD,5219, Main Market,Industrial Products & Services ,6.77,17,0,0,Neutral,Oversold,878.9,low,,,,,,,low
PETERLABS HOLDINGS BERHAD,171, Ace Market,Consumer Products & Services ,1.81,15,0,0,Neutral,Oversold,59.1,medium,28654659,153069,28501590,0.005341854,0.005370542,low,medium
PETRONAS CHEMICALS GROUP BERHAD,5183, Main Market,Industrial Products & Services ,62.24,15,0.0346,32,Neutral,Neutral,74000,low,33272000000,2798000000,30474000000,0.084094734,0.091815974,low,low
PETRONAS DAGANGAN BHD,5681, Main Market,Consumer Products & Services ,85.55,31,0.0264,70,Neutral,Neutral,26326.5,low,9170785000,3233545000,5937240000,0.352591954,0.544620901,low,low
PIMPINAN EHSAN BERHAD,5622, Main Market,Construction ,199.21,0,0,0,Overbought,Overbought,62.2,medium,72803654,232855,72570799,0.003198397,0.00320866,low,medium
PINEAPPLE RESOURCES BERHAD,6, Ace Market,Technology ,0.05,535,0,0,Neutral,Oversold,12.9,medium,22264809,32800,22232009,0.001473177,0.00147535,low,medium
PINEHILL PACIFIC BERHAD,1902, Main Market,Plantation ,-20.49,-2,0,0,Neutral,Neutral,47.9,high,68643926,39455773,29188153,0.574788992,1.351773543,medium,high
PJBUMI BERHAD,7163, Main Market,Industrial Products & Services ,1.19,25,0,0,Neutral,Overbought,24.2,medium,,,,,,,medium
PLASTRADE TECHNOLOGY BERHAD,38, Ace Market,Industrial Products & Services ,-2.72,-6,0,0,Neutral,Neutral,28,high,,,,,,,high
PLENITUDE BERHAD,5075, Main Market,Property ,12.69,12,0.0304,4.5,Neutral,Neutral,564.7,low,,,,,,,low
PLS PLANTATIONS BERHAD,9695, Main Market,Plantation ,-3.29,-29,0,0,Neutral,Neutral,310.4,high,,,,,,,high
PMB TECHNOLOGY BERHAD,7172, Main Market,Industrial Products & Services ,5.77,55,0.006,1.93,Neutral,Neutral,517.2,low,,,,,,,low
PNE PCB BERHAD,6637, Main Market,Industrial Products & Services ,-1.71,-32,0,0,Neutral,Overbought,71,high,,,,,,,high
POH HUAT RESOURCES HOLDINGS BERHAD,7088, Main Market,Consumer Products & Services ,24.07,6,0.0385,6,Neutral,Oversold,364,medium,173095577,4491898,168603679,0.025950392,0.026641756,low,medium
POH HUAT RESOURCES HOLDINGS BERHAD,7088, Main Market,Consumer Products & Services ,24.07,6,0.0385,6,Neutral,Oversold,364,medium,173095577,4491898,168603679,0.025950392,0.026641756,low,medium
POH HUAT RESOURCES HOLDINGS BERHAD,7088, Main Market,Consumer Products & Services ,24.07,6,0.0385,6,Neutral,Oversold,364,medium,173095577,4491898,168603679,0.025950392,0.026641756,low,medium
POH HUAT RESOURCES HOLDINGS BERHAD,7088, Main Market,Consumer Products & Services ,24.07,6,0.0395,6,Neutral,Oversold,354.7,medium,173095577,4491898,168603679,0.025950392,0.026641756,low,medium
POH HUAT RESOURCES HOLDINGS BERHAD,7088, Main Market,Consumer Products & Services ,24.07,6,0.0395,6,Neutral,Oversold,354.7,medium,173095577,4491898,168603679,0.025950392,0.026641756,low,medium
POH HUAT RESOURCES HOLDINGS BERHAD,7088, Main Market,Consumer Products & Services ,24.07,6,0.0395,6,Neutral,Oversold,354.7,medium,173095577,4491898,168603679,0.025950392,0.026641756,low,medium
POH HUAT RESOURCES HOLDINGS BERHAD,7088, Main Market,Consumer Products & Services ,24.07,6,0.04,6,Oversold,Oversold,350,medium,173095577,4491898,168603679,0.025950392,0.026641756,low,medium
POH HUAT RESOURCES HOLDINGS BERHAD,7088, Main Market,Consumer Products & Services ,24.07,6,0.04,6,Oversold,Oversold,350,medium,173095577,4491898,168603679,0.025950392,0.026641756,low,medium
POH HUAT RESOURCES HOLDINGS BERHAD,7088, Main Market,Consumer Products & Services ,24.07,6,0.04,6,Oversold,Oversold,350,medium,173095577,4491898,168603679,0.025950392,0.026641756,low,medium
POH KONG HOLDINGS BERHAD,5080, Main Market,Consumer Products & Services ,5.64,9,0.0206,1,Neutral,Neutral,199,medium,802789499,279446457,802789499,0.34809431,0.34809431,low,medium
POH KONG HOLDINGS BERHAD,5080, Main Market,Consumer Products & Services ,5.64,9,0.0206,1,Neutral,Neutral,199,medium,802789499,279446457,802789499,0.34809431,0.34809431,low,medium
POH KONG HOLDINGS BERHAD,5080, Main Market,Consumer Products & Services ,5.64,9,0.0206,1,Neutral,Oversold,199,medium,802789499,279446457,802789499,0.34809431,0.34809431,low,medium
POH KONG HOLDINGS BERHAD,5080, Main Market,Consumer Products & Services ,5.64,9,0.0206,1,Neutral,Oversold,199,medium,802789499,279446457,802789499,0.34809431,0.34809431,low,medium
POS MALAYSIA BERHAD,4634, Main Market,Transportation & Logistics ,0.56,337,0.0421,8,Neutral,Oversold,1487.3,low,,,,,,,low
POWER ROOT BERHAD,7237, Main Market,Consumer Products & Services ,3.36,42,0.0358,5.05,Neutral,Oversold,567.2,low,,,,,,,low
PPB GROUP BERHAD,4065, Main Market,Consumer Products & Services ,75.57,24,0.0151,28,Neutral,Neutral,26318.1,low,,,,,,,low
PRESS METAL ALUMINIUM HOLDINGS BERHAD,8869, Main Market,Industrial Products & Services ,15.68,28,0.0146,6.3,Neutral,Neutral,17355.9,low,1424335000,31703000,1392632000,0.022258106,0.022764808,low,low
PRESTAR RESOURCES BERHAD,9873, Main Market,Industrial Products & Services ,6.16,12,0.014,1,Overbought,Overbought,146.5,low,,,,,,,low
PRESTARIANG BERHAD,5204, Main Market,Technology ,0.15,361,0.0133,0.7,Neutral,Neutral,254.1,medium,,,,,,,medium
PRG HOLDINGS BERHAD,7168, Main Market,Consumer Products & Services ,-2.84,-26,0,0,Oversold,Neutral,240.4,high,,,,,,,high
PRICEWORTH INTERNATIONAL BERHAD,7123, Main Market,Industrial Products & Services ,-0.67,-6,0,0,Neutral,Oversold,163.8,high,425259940,99781759,327478181,0.2346371,0.304697427,low,medium
PRINSIPTEK CORPORATION BERHAD,7145, Main Market,Construction ,0.46,27,0,0,Neutral,Neutral,43.6,medium,,,,,,,medium
PRIVASIA TECHNOLOGY BERHAD,123, Ace Market,Telecommunications & Media ,-0.74,-9,0,0,Neutral,Oversold,36.3,high,,,,,,,high
PROGRESSIVE IMPACT CORPORATION BERHAD,7201, Main Market,Industrial Products & Services ,0.21,58,0.012,0.15,Neutral,Neutral,82.3,medium,,,,,,,medium
PROLEXUS BERHAD,8966, Main Market,Consumer Products & Services ,1.8,31,0.0091,0.5,Neutral,Neutral,99.2,medium,148900000,22413000,126487000,0.150523842,0.177196075,low,medium
PROTASCO BERHAD,5070, Main Market,Construction ,-9.8,-3,0,0,Neutral,Neutral,123.8,high,,,,,,,high
PUBLIC PACKAGES HOLDINGS BHD,8273, Main Market,Industrial Products & Services ,10.08,6,0,0,Neutral,Neutral,107.5,medium,,,,,,,medium
PUC BERHAD,7, Ace Market,Telecommunications & Media ,0.3,32,0,0,Neutral,Oversold,205,medium,,,,,,,medium
PUNCAK NIAGA HOLDINGS BERHAD,6807, Main Market,Construction ,-37.76,-1,0.0128,0.5,Neutral,Neutral,175.2,high,,,,,,,high
PWF CONSOLIDATED BERHAD,7134, Main Market,Consumer Products & Services ,7.93,11,0.0353,3,Neutral,Neutral,147.9,low,,,,,,,low
QES GROUP BERHAD,196, Ace Market,Industrial Products & Services ,1.86,13,0,0,Neutral,Neutral,182,medium,,,,,,,medium
QL RESOURCES BERHAD,7084, Main Market,Consumer Products & Services ,13.55,50,0.0066,4.5,Neutral,Oversold,11016.4,low,,,,,,,low
QUALITY CONCRETE HOLDINGS BERHAD,7544, Main Market,Industrial Products & Services ,-17.65,-5,0,0,Neutral,Overbought,47.2,high,,,,,,,high
